日期時間,雨量 (mm),日照度 (uE),大氣壓力 (mbar),環境溫度 (°C),環境濕度 (%),土壤濕度 (%),露點 (°C),風向 (deg),風速 (m/sec),陣風 (m/sec),土壤溫度 (°C),電力 (V)
2017-10-05 14:00:00,0,236,1,0.1,31.97,72.6,25.94,26.46,225,0.5,3,33.89,
2017-10-05 14:30:00,0,326,999.9,31.08,71.4,25.81,25.32,227,0,2.5,33.78,4.45,
2017-10-05 15:00:00,0,236,999.9,31.31,70.1,25.68,25.23,174,0,1.5,33.7,4.41,
2017-10-05 15:30:00,0,346,999.8,31.36,70.1,25.55,25.28,168,0,0.5,33.55,4.45,
2017-10-05 16:00:00,0,189,999.9,31,71.2,25.42,25.2,147,0,1.5,33.42,4.4,
2017-10-05 16:30:00,0,189,1,0,30.92,69.8,25.42,24.79,173,0,2,33.34,
2017-10-05 17:00:00,0,69,1,0.4,30.37,70.8,25.28,24.5,190,0,1.5,33.18,
2017-10-05 17:30:00,0,24,1,0.7,29.71,75.4,25.15,24.93,177,0,1.5,33,
2017-10-05 18:00:00,0,1,1,1,29.39,77.2,24.89,25.01,167,0,1,32.79,
2017-10-05 18:30:00,0,1,1,1.4,29.04,78.5,24.76,24.95,163,0,1,32.56,
2017-10-05 19:00:00,0,1,1,1.6,28.77,79.7,24.5,24.94,159,0,1,32.36,
2017-10-05 19:30:00,0,1,1,1.8,28.17,81.3,24.37,24.69,154,0,0.5,32.15,
2017-10-05 20:00:00,0,1,1,2.1,27.8,83.4,24.11,24.76,153,0,1,31.94,
2017-10-05 20:30:00,0,1,1,2.3,27.33,85.3,23.98,24.68,153,0,0.5,31.74,
2017-10-05 21:00:00,0,1,1,2.6,27.53,84.2,23.85,24.65,122,0,1.5,31.51,
2017-10-05 21:30:00,0,1,1,2.9,26.74,86.9,23.59,24.41,100,0,1.5,31.28,
2017-10-05 22:00:00,0,1,1,3,27.36,85.5,23.45,24.74,95,0,1,31.13,
2017-10-05 22:30:00,0,1,1,2.8,26.99,86.8,23.32,24.63,107,0,2,30.95,
2017-10-05 23:00:00,0,1,1,2.9,26.3,90.8,23.19,24.71,312,0,1.5,30.77,
2017-10-05 23:30:00,0,1,1,3,26.16,90.7,23.06,24.55,324,0,1,30.62,
2017-10-06 00:00:00,0,1,1,2.8,25.77,91.1,22.8,24.24,326,0,1,30.47,
2017-10-06 00:30:00,0,1,1,2.6,26.23,89.7,22.67,24.44,326,0,0,30.32,
2017-10-06 01:00:00,0,1,1,2.4,26.16,88.8,22.54,24.2,326,0,0,30.17,
2017-10-06 01:30:00,0,1,1,2.2,25.96,88.6,22.41,23.97,326,0,0.5,30.02,
2017-10-06 02:00:00,0,1,1,1.9,25.43,89.1,22.28,23.53,67,0,1.5,29.82,
2017-10-06 02:30:00,0,1,1,1.7,25.67,89.1,22.02,23.77,73,0,1,29.66,
2017-10-06 03:00:00,0,1,1,1.6,25.84,86,21.89,23.35,69,0,1.5,29.51,
2017-10-06 03:30:00,0,1,1,1.6,25.31,86.9,21.89,23,79,0,1.5,29.36,
2017-10-06 04:00:00,0,1,1,1.5,25.6,87.7,21.75,23.44,91,0,1,29.21,
2017-10-06 04:30:00,0,1,1,1.6,25.04,90,21.62,23.32,94,0,0.5,29.09,
2017-10-06 05:00:00,0,1,1,1.7,24.22,91.4,21.49,22.76,100,0,1,28.92,
2017-10-06 05:30:00,0,1,1,2,24.36,93.6,21.36,23.3,101,0,0.5,28.79,
2017-10-06 06:00:00,0,24,1,2.1,24.53,91.8,21.23,23.14,101,0,0.5,28.67,
2017-10-06 06:30:00,0,104,1,2.4,24.56,92.3,21.1,23.25,100,0,1,28.57,
2017-10-06 07:00:00,0,184,1,2.6,25.04,91,21.1,23.5,81,0,1,28.52,
2017-10-06 07:30:00,0,566,1,2.4,26.79,88.2,20.97,24.71,170,0,0.5,28.59,
2017-10-06 08:00:00,0,819,1,2.3,27.78,85,21.1,25.05,225,0,1,28.79,
2017-10-06 08:30:00,0,1,51,1,2.3,29.87,77.6,21.23,25.56,6,0,1.5,
2017-10-06 09:00:00,0,1,251,1,2.2,30.65,70.6,21.75,24.72,39,0,1.5,
2017-10-06 09:30:00,0,1,449,1,2.1,31.64,66.2,22.28,24.58,213,0,2,
2017-10-06 10:00:00,0,1,624,1,1.8,31.97,64.7,22.93,24.51,218,0,2,
2017-10-06 10:30:00,0,1,724,1,1.8,32.72,61.5,23.72,24.37,171,0,2,
2017-10-06 11:00:00,0,1,739,1,1.5,33.37,60.8,24.24,24.79,216,0.5,3.5,
2017-10-06 11:30:00,0,1,826,1,1,33.89,58.6,24.63,24.66,199,0.5,2.5,
2017-10-06 12:00:00,0,1,776,1,0.5,34.81,58.6,25.02,25.52,261,0.5,2.5,
2017-10-06 12:30:00,0,1,691,1,0.3,34.23,59.6,25.28,25.26,253,0.5,3.5,
2017-10-06 13:00:00,0,896,1,0.2,35.69,55.7,25.55,25.48,240,0.5,3,34.02,
2017-10-06 13:30:00,0,571,1,0,33.86,59,25.94,24.75,316,0.5,4,34.33,
2017-10-06 14:00:00,0,691,999.8,34.84,58.1,25.81,25.4,275,0,1.5,34.57,4.4,
2017-10-06 14:30:00,0,794,999.7,33.57,67.2,25.81,26.68,263,0.5,3,34.62,4.44,
2017-10-06 15:00:00,0,44,1,0,31.26,72.3,25.81,25.7,237,0.5,3,34.52,
2017-10-06 15:30:00,0,114,1,0,30.92,72.7,25.55,25.48,167,0,2,34.31,
2017-10-06 16:00:00,0,161,999.9,30.72,73.7,25.28,25.51,247,0,2,34.1,4.41,
2017-10-06 16:30:00,0,76,1,0.1,30.6,73.5,25.15,25.35,204,0,1.5,33.91,
2017-10-06 17:00:00,0,24,1,0.3,30.22,73.2,25.02,24.91,188,0,2,33.68,
2017-10-06 17:30:00,0,11,1,0.6,29.89,74.4,24.76,24.87,184,0,1,33.44,
2017-10-06 18:00:00,0,1,1,0.5,29.31,77.7,24.5,25.04,170,0,0,33.21,
2017-10-06 18:30:00,0,1,1,1.2,29.04,80,24.24,25.27,170,0,0,32.98,
2017-10-06 19:00:00,0,1,1,1.4,28.62,83.3,23.98,25.54,170,0,0,32.77,
2017-10-06 19:30:00,0,1,1,1.6,28.57,82.8,23.85,25.39,168,0,0.5,32.61,
2017-10-06 20:00:00,0,1,1,1.9,28.12,85.3,23.72,25.45,168,0,0.5,32.41,
2017-10-06 20:30:00,0,1,1,2.2,27.75,85.3,23.45,25.09,168,0,0.5,32.2,
2017-10-06 21:00:00,0,1,1,2.4,27.83,85.1,23.32,25.12,132,0,1,31.97,
2017-10-06 21:30:00,0,1,1,2.3,27.73,84.6,23.06,24.93,115,0,0.5,31.77,
2017-10-06 22:00:00,0,1,1,2.3,27.01,85.4,22.93,24.38,102,0,1.5,31.54,
2017-10-06 22:30:00,0,1,1,2.2,27.33,80.6,22.8,23.73,93,0,1.5,31.31,
2017-10-06 23:00:00,0,1,1,2.4,26.74,80.3,22.54,23.1,76,0,2,31.08,
2017-10-06 23:30:00,0,1,1,2.2,27.38,77.2,22.41,23.06,90,0.5,2.5,30.85,
2017-10-07 00:00:00,0,1,1,2,25.16,87.3,22.28,22.93,94,0,2,30.62,
2017-10-07 00:30:00,0,1,1,1.7,26.26,82.4,22.02,23.05,94,0,1,30.47,
2017-10-07 01:00:00,0,1,1,1.7,25.7,83.5,21.89,22.72,94,0,1.5,30.27,
2017-10-07 01:30:00,0,1,1,1.6,25.55,84.6,21.62,22.79,94,0,1,30.12,
2017-10-07 02:00:00,0,1,1,1.5,25.33,85.2,21.49,22.69,94,0,0.5,29.97,
2017-10-07 02:30:00,0,1,1,1.2,24.9,86.1,21.36,22.44,94,0,1.5,29.77,
2017-10-07 03:00:00,0,1,1,0.8,24.17,89.2,21.23,22.31,94,0,1,29.61,
2017-10-07 03:30:00,0,1,1,0.9,24.9,88.6,21.1,22.91,94,0,0.5,29.49,
2017-10-07 04:00:00,0,1,1,0.7,25.11,87.4,20.97,22.9,94,0,0.5,29.34,
2017-10-07 04:30:00,0,1,1,0.6,25.11,87.2,20.84,22.86,70,0,2,29.21,
2017-10-07 05:00:00,0,1,1,0.5,24.65,89.5,20.71,22.84,34,0,1,29.07,
2017-10-07 05:30:00,0,1,1,0.9,25.55,84.6,20.71,22.79,128,0,1,28.94,
2017-10-07 06:00:00,0,9,1,1.1,23.57,92.3,20.58,22.28,115,0,1,28.82,
2017-10-07 06:30:00,0,34,1,1.2,24.39,90.3,20.58,22.72,111,0,1.5,28.72,
2017-10-07 07:00:00,0,84,1,1.4,25.6,86,20.45,23.11,73,0,1.5,28.64,
2017-10-07 07:30:00,0,159,1,1.7,25.7,86.1,20.45,23.23,118,0,1,28.62,
2017-10-07 08:00:00,0,296,1,2.1,25.74,88.6,20.45,23.75,107,0,1.5,28.62,
2017-10-07 08:30:00,0,1,4,1,1.9,27.75,84.1,20.45,24.85,46,0,1.5,
2017-10-07 09:00:00,0,939,1,1.7,30.42,72,20.71,24.83,62,0,1.5,29.26,
2017-10-07 09:30:00,0,1,156,1,1.7,30.27,72.8,20.97,24.87,4,0,1.5,
2017-10-07 10:00:00,0,1,64,1,1.8,32.33,64.8,21.36,24.88,337,0,1.5,
2017-10-07 10:30:00,0,1,761,1,1.5,32.25,67.5,21.75,25.5,286,0.5,2.5,
2017-10-07 11:00:00,0,1,946,1,1.3,32.95,59.3,22.54,23.98,282,0.5,2.5,
2017-10-07 11:30:00,0,1,926,1,0.6,33.97,57.7,23.19,24.47,341,0.5,3.5,
2017-10-07 12:00:00,0,1,716,1,0.4,35.23,55.3,23.85,24.94,288,1,3.5,
2017-10-07 12:30:00,0,1,259,999.9,33.6,57.9,24.37,24.19,222,0.5,3,32.92,
2017-10-07 13:00:00,0,1,914,999.7,35.31,55.1,24.63,24.95,289,0.5,3,33.52,
2017-10-07 13:30:00,0,1,716,999.4,34.78,58.3,24.89,25.41,321,0.5,3.5,34.07,
2017-10-07 14:00:00,0,424,999.4,33.76,61.9,25.15,25.46,307,0.5,3,34.36,4.42,
2017-10-07 14:30:00,0,594,998.9,33.55,63.7,25.15,25.74,258,0,3,34.52,4.42,
2017-10-07 15:00:00,0,459,998.8,32.64,69.4,25.02,26.33,257,0,2.5,34.52,4.43,
2017-10-07 15:30:00,0,446,999,30.72,72.6,24.89,25.26,201,1,4,34.36,4.4,
2017-10-07 16:00:00,0,231,999.1,31,71.5,24.76,25.27,185,1,3.5,34.2,4.45,
2017-10-07 16:30:00,0,136,999,30.82,74.4,24.63,25.77,192,0,3,34.04,4.41,
2017-10-07 17:00:00,0,31,998.9,29.97,79,24.63,25.96,270,0,1.5,33.86,4.4,
2017-10-07 17:30:00,0,4,999.4,29.77,79.6,24.37,25.89,257,0,0,33.68,4.35,
2017-10-07 18:00:00,0,1,999.8,29.34,81.9,24.11,25.96,208,0,1,33.47,4.35,
2017-10-07 18:30:00,0,1,1,0.1,29.09,82.4,23.85,25.82,190,0,1,33.26,
2017-10-07 19:00:00,0,1,1,0.4,28.52,84.8,23.59,25.74,185,0,1.5,33.05,
2017-10-07 19:30:00,0,1,1,0.6,28.32,85,23.32,25.59,168,0,0.5,32.79,
2017-10-07 20:00:00,0,1,1,0.8,28.27,84.8,23.19,25.5,164,0,1,32.61,
2017-10-07 20:30:00,0,1,1,0.9,28.15,85,22.93,25.42,91,0,1.5,32.38,
2017-10-07 21:00:00,0,1,1,1.3,28.02,85.2,22.8,25.34,91,0,1,32.23,
2017-10-07 21:30:00,0,1,1,0.8,27.38,88.2,22.67,25.29,91,0,1,32.05,
2017-10-07 22:00:00,0,1,1,0.8,27.55,87.2,22.41,25.27,90,0,1,31.92,
2017-10-07 22:30:00,0,1,1,1.1,27.09,88.7,22.28,25.09,90,0,0,31.74,
2017-10-07 23:00:00,0,1,1,1.2,27.23,88.7,22.15,25.24,90,0,1,31.54,
2017-10-07 23:30:00,0,1,1,1.1,27.26,87,22.02,24.94,102,0,1,31.36,
2017-10-08 00:00:00,0,1,1,1.4,27.41,84.5,21.75,24.59,104,0,1,31.18,
2017-10-08 00:30:00,0,1,1,0.8,27.6,82.3,21.75,24.34,101,0,1.5,31,
2017-10-08 01:00:00,0,1,1,0.7,27.31,83.2,21.49,24.24,94,0,1.5,30.85,
2017-10-08 01:30:00,0,1,1,1,25.87,87.9,21.36,23.74,72,0,1.5,30.67,
2017-10-08 02:00:00,0,1,1,0.8,26.35,83.5,21.23,23.36,69,0,1.5,30.52,
2017-10-08 02:30:00,0,1,999.7,26.55,83.1,21.1,23.47,70,0,1.5,30.37,4.3,
2017-10-08 03:00:00,0,1,999.2,25.26,88.7,20.97,23.29,74,0,0.5,30.22,4.3,
2017-10-08 03:30:00,0,1,998.7,26.18,86.4,20.84,23.76,67,0,1,30.07,4.29,
2017-10-08 04:00:00,0,1,999.1,26.11,86,20.71,23.61,138,0,1,29.92,4.3,
2017-10-08 04:30:00,0,1,999.7,25.55,89.4,20.58,23.71,170,0,1,29.82,4.28,
2017-10-08 05:00:00,0,1,999.7,25.14,88.9,20.45,23.21,95,0,1.5,29.66,4.29,
2017-10-08 05:30:00,0,1,999.5,25.62,87.9,20.45,23.5,84,0,2,29.56,4.28,
2017-10-08 06:00:00,0,16,999.5,25.11,91.1,20.32,23.59,72,0,1,29.46,4.29,
2017-10-08 06:30:00,0,96,999.9,25.23,90.9,20.32,23.67,98,0,1.5,29.39,4.3,
2017-10-08 07:00:00,0,169,999.9,26.21,88.4,20.19,24.17,83,0,1,29.36,4.41,
2017-10-08 07:30:00,0,274,999.7,26.74,88.8,20.32,24.77,76,0,2,29.39,4.41,
2017-10-08 08:00:00,0,389,1,0.3,27.41,84.7,20.32,24.63,107,0,2,29.46,
2017-10-08 08:30:00,0,581,1,0.4,28,84.4,20.32,25.15,192,0,2,29.61,
2017-10-08 09:00:00,0,636,1,0.2,28.84,80.5,20.32,25.18,204,0,1,29.82,
2017-10-08 09:30:00,0,926,999.4,29.51,78.1,20.45,25.32,334,0,2,30.09,4.43,
2017-10-08 10:00:00,0,1,54,999.3,30.29,75.4,20.84,25.48,3,0,2,30.49,
2017-10-08 10:30:00,0,634,999.4,30.02,79.3,21.1,26.07,226,0.5,3,30.8,4.42,
2017-10-08 11:00:00,0,516,998.7,29.99,78.5,21.23,25.87,212,0,2,31,4.41,
2017-10-08 11:30:00,0,576,998.5,30.52,77.8,21.49,26.23,244,0,1,31.2,4.42,
2017-10-08 12:00:00,0,631,998.9,30.82,74.6,21.49,25.82,291,0,2,31.38,4.41,
2017-10-08 12:30:00,0,531,998,30.02,78.5,21.62,25.9,168,0,2.5,31.51,4.43,
2017-10-08 13:00:00,0,724,997.9,30.19,79.6,21.75,26.3,190,0.5,3,31.59,4.42,
2017-10-08 13:30:00,0,764,997.8,30.52,77.7,21.89,26.21,157,0,2,31.77,4.43,
2017-10-08 14:00:00,0,674,997,30.85,78.2,22.02,26.64,160,0,1.5,31.97,4.41,
2017-10-08 14:30:00,0,234,997.4,29.54,83.6,20.58,26.5,15,0,2,32,4.42,
2017-10-08 15:00:00,0,94,997.7,28.54,87.6,20.32,26.32,67,0,2,31.89,4.39,
2017-10-08 15:30:00,0,59,998.1,27.6,89.2,19.79,25.7,147,0,2,31.64,4.39,
2017-10-08 16:00:00,0,74,997.6,27.43,88.9,19.27,25.47,126,0,2,31.41,4.41,
2017-10-08 16:30:00,0,56,997.3,27.33,90.9,19.27,25.75,101,0,1.5,31.18,4.4,
2017-10-08 17:00:00,0,41,997.6,27.33,92.4,19.27,26.03,352,0,1,31.03,4.39,
2017-10-08 17:30:00,0,6,997.9,27.21,92.1,19.4,25.85,42,0,1.5,30.85,4.35,
2017-10-08 18:00:00,0,1,998.3,26.99,92.8,19.4,25.76,143,0,1.5,30.67,4.34,
2017-10-08 18:30:00,0,1,998.7,27.09,90,19.4,25.34,147,0,2,30.49,4.33,
2017-10-08 19:00:00,0,1,998.8,27.19,89.8,19.66,25.4,107,0,1.5,30.32,4.34,
2017-10-08 19:30:00,0,1,999.4,26.96,90.6,19.66,25.33,152,0,1.5,30.19,4.32,
2017-10-08 20:00:00,0,1,999.8,27.19,90.2,19.66,25.47,104,0,1.5,30.07,4.33,
2017-10-08 20:30:00,0,1,999.7,27.01,91.4,17.83,25.53,74,0,1.5,29.94,4.32,
2017-10-08 21:00:00,0,1,1,0,26.72,93.1,17.96,25.55,73,0,2,29.84,
2017-10-08 21:30:00,0,1,1,0.6,26.3,94.3,17.83,25.35,60,0,2.5,29.74,
2017-10-08 22:00:00,0,1,1,0.9,26.43,93.7,17.96,25.36,48,0,1,29.64,
2017-10-08 22:30:00,0,1,1,0.8,26.94,92.5,18.22,25.65,24,0,2,29.56,
2017-10-08 23:00:00,0,1,1,1,26.26,93.9,18.49,25.23,4,0,1,29.46,
2017-10-08 23:30:00,0,1,1,1,27.58,88.9,18.75,25.62,13,0.5,3,29.36,
2017-10-09 00:00:00,0,1,1,0.7,27.31,86.7,19.01,24.93,20,0.5,2.5,29.26,
2017-10-09 00:30:00,0,1,1,0.5,27.01,87.2,19.14,24.73,17,0,2,29.14,
2017-10-09 01:00:00,0,1,999.9,27.19,85.1,19.14,24.49,14,0.5,3,29.02,4.3,
2017-10-09 01:30:00,0,1,1,0.4,25.89,90.4,19.14,24.23,358,0,2.5,28.89,
2017-10-09 02:00:00,0,1,999.9,25.96,90.1,19.01,24.25,352,0,1.5,28.79,4.29,
2017-10-09 02:30:00,0,1,999.7,26.01,90.3,19.01,24.33,10,0,2,28.67,4.28,
2017-10-09 03:00:00,0,1,999.1,26.26,89.1,19.01,24.35,32,0,2,28.59,4.29,
2017-10-09 03:30:00,0,1,999.1,26.45,88,19.01,24.33,49,0,2,28.49,4.28,
2017-10-09 04:00:00,0,1,999.5,26.35,87.9,19.01,24.22,49,0,1.5,28.39,4.29,
2017-10-09 04:30:00,0,1,999.7,25.74,90.5,19.01,24.1,178,0,1,28.32,4.27,
2017-10-09 05:00:00,0,1,999.3,25.11,93.6,19.01,24.04,124,0,2,28.22,4.28,
2017-10-09 05:30:00,0,1,998.8,26.28,88.3,19.01,24.22,24,0,2,28.15,4.27,
2017-10-09 06:00:00,0,11,999,26.7,86.3,19.01,24.25,6,0,2,28.1,4.29,
2017-10-09 06:30:00,0,104,998.9,26.4,86.4,18.88,23.98,7,0.5,3,28.05,4.3,
2017-10-09 07:00:00,0,226,999,27.87,78.8,19.01,23.88,35,1,4,28.02,4.43,
2017-10-09 07:30:00,0,479,999.5,28.3,78.5,19.01,24.23,243,0.5,3.5,28.07,4.42,
2017-10-09 08:00:00,0,891,1,0.1,28.3,85.2,18.88,25.6,178,0.5,3.5,28.27,
2017-10-09 08:30:00,0,881,1,0.3,28.99,84.6,19.14,26.16,168,0.5,3.5,28.52,
2017-10-09 09:00:00,0,1,314,1,0.3,30.24,79.3,19.4,26.29,168,0.5,3,
2017-10-09 09:30:00,0,1,416,1,0.5,31.33,71.9,19.79,25.68,171,0.5,2,
2017-10-09 10:00:00,0,1,679,1,0.3,32.07,67,20.19,25.2,240,0,2,
2017-10-09 10:30:00,0,926,1,0.2,33.55,64.3,20.58,25.9,232,0,2,30.57,
2017-10-09 11:00:00,0,1,771,999.6,33.6,62.4,21.36,25.45,310,1,4,31.08,
2017-10-09 11:30:00,0,1,739,998.9,33.91,59.7,22.15,25,350,1,4,31.64,
2017-10-09 12:00:00,0,1,96,998.7,34.39,58.8,22.93,25.18,337,1.5,4.5,32.15,
2017-10-09 12:30:00,0,1,681,998.3,35.72,56.5,22.93,25.75,321,1,3.5,32.69,
2017-10-09 13:00:00,0,1,276,998.1,35.61,55,23.85,25.19,358,0.5,4,33.29,
2017-10-09 13:30:00,0,1,461,998,35.56,53.8,24.11,24.77,13,1,3,33.78,
2017-10-09 14:00:00,0,1,204,997.8,36.25,53.7,24.24,25.39,55,0.5,3,34.23,
2017-10-09 14:30:00,0,1,31,997.5,34.6,60.1,24.5,25.75,303,1.5,4,34.55,
2017-10-09 15:00:00,0,591,997.7,32.98,66.2,24.5,25.85,302,1,4.5,34.68,4.44,
2017-10-09 15:30:00,0,474,997.9,31.92,69.6,24.37,25.69,303,1,3.5,34.65,4.4,
2017-10-09 16:00:00,0,406,997.9,31.79,68.8,24.11,25.38,327,0.5,3,34.57,4.45,
2017-10-09 16:30:00,0,244,998.2,31.18,70.6,23.98,25.23,310,0.5,3,34.41,4.39,
2017-10-09 17:00:00,0,111,998.5,30.42,74.1,24.11,25.31,333,0.5,2.5,34.2,4.44,
2017-10-09 17:30:00,0,11,998.6,29.74,76.5,23.85,25.19,320,0,2.5,33.91,4.37,
2017-10-09 18:00:00,0,1,998.8,29.56,77,23.59,25.13,333,0,1.5,33.63,4.35,
2017-10-09 18:30:00,0,1,999.1,28.79,81.2,23.32,25.28,343,0,1.5,33.37,4.34,
2017-10-09 19:00:00,0,1,999.7,28.42,82.4,23.06,25.16,14,0,1.5,33.08,4.34,
2017-10-09 19:30:00,0,1,1,0.2,28.42,81.5,22.8,24.98,354,0,1.5,32.85,
2017-10-09 20:00:00,0,1,1,0.5,28.47,80.7,22.67,24.86,357,0,0.5,32.64,
2017-10-09 20:30:00,0,1,1,0.7,28.2,81.3,22.41,24.72,24,0,1,32.41,
2017-10-09 21:00:00,0,1,1,0.5,28.02,82.1,22.15,24.71,27,0,0.5,32.2,
2017-10-09 21:30:00,0,1,1,0.5,28.17,81.8,22.02,24.8,27,0,1.5,32.02,
2017-10-09 22:00:00,0,1,1,0.7,27.21,86,21.75,24.69,27,0,1,31.82,
2017-10-09 22:30:00,0,1,1,0.4,27.33,85.1,21.62,24.64,27,0,1.5,31.66,
2017-10-09 23:00:00,0,1,1,0.6,26.94,87,21.49,24.62,27,0,1.5,31.48,
2017-10-09 23:30:00,0,1,1,0.4,26.79,88.3,21.23,24.73,27,0,0.5,31.31,
2017-10-10 00:00:00,0,1,1,0.4,26.38,88.5,21.1,24.36,27,0,0.5,31.1,
2017-10-10 00:30:00,0,1,1,0.3,26.04,90.1,20.84,24.32,66,0,2,30.95,
2017-10-10 01:00:00,0,1,999.9,26.77,89,20.71,24.84,202,0,2,30.8,4.31,
2017-10-10 01:30:00,0,1,999.8,25.87,91.3,20.58,24.37,105,0,0.5,30.67,4.31,
2017-10-10 02:00:00,0,1,999.6,25.87,91.9,20.45,24.48,97,0,1.5,30.49,4.31,
2017-10-10 02:30:00,0,1,999.9,25.55,91.6,20.32,24.11,72,0,2,30.34,4.31,
2017-10-10 03:00:00,0,1,999.4,25.28,91.6,20.19,23.85,63,0,1.5,30.19,4.3,
2017-10-10 03:30:00,0,1,999.1,26.16,89.8,20.06,24.38,115,0,1.5,30.02,4.3,
2017-10-10 04:00:00,0,1,998.9,25.16,89.6,20.06,23.36,73,0,1.5,29.87,4.3,
2017-10-10 04:30:00,0,1,999,25.82,88.2,20.06,23.75,98,0,1.5,29.71,4.3,
2017-10-10 05:00:00,0,1,998.9,24.87,89,19.79,22.96,91,0,1.5,29.54,4.29,
2017-10-10 05:30:00,0,1,999.2,25.45,88.7,19.79,23.48,69,0,1,29.41,4.29,
2017-10-10 06:00:00,0,19,999.4,25.28,89.2,19.66,23.41,62,0.5,2,29.26,4.29,
2017-10-10 06:30:00,0,64,1,0.1,24.99,89.8,19.66,23.23,163,0,1.5,29.16,
2017-10-10 07:00:00,0,121,1,0.3,25.02,90.1,19.53,23.31,153,0,2,29.07,
2017-10-10 07:30:00,0,646,1,0.3,26.94,85.6,19.27,24.35,59,0.5,2,29.04,
2017-10-10 08:00:00,0,891,1,0.4,29.99,77,19.4,25.55,355,0.5,2.5,29.07,
2017-10-10 08:30:00,0,1,109,1,0.7,30.17,74.4,19.4,25.14,303,0.5,2,
2017-10-10 09:00:00,0,1,306,1,1,31.71,67.4,19.66,24.96,132,0.5,2,
2017-10-10 09:30:00,0,1,466,1,0.7,32.15,67.6,19.92,25.42,153,0.5,2.5,
2017-10-10 10:00:00,0,1,571,1,0.8,32.61,64.9,20.58,25.18,140,0.5,2.5,
2017-10-10 10:30:00,0,1,716,1,0.4,33.37,62.8,20.97,25.33,253,0.5,2.5,
2017-10-10 11:00:00,0,1,826,1,0.3,34.1,59.5,21.89,25.11,90,0.5,3,
2017-10-10 11:30:00,0,1,909,999.9,35.05,55.6,22.28,24.86,299,1,3.5,32.85,
2017-10-10 12:00:00,0,1,814,999.6,33.7,57.1,23.19,24.05,337,1,3.5,33.26,
2017-10-10 12:30:00,0,2,1,999.2,36.25,49.8,23.32,24.12,302,1,3.5,33.81,
2017-10-10 13:00:00,0,1,834,998.7,36.01,49.8,23.85,23.9,319,1,3.5,34.26,
2017-10-10 13:30:00,0,1,774,998.2,36.99,47.3,24.24,23.93,303,1,4,34.81,
2017-10-10 14:00:00,0,1,276,998,36.39,50.5,24.63,24.48,250,1,3.5,35.34,
2017-10-10 14:30:00,0,426,997.7,33.37,60,24.63,24.57,327,1,4,35.58,4.43,
2017-10-10 15:00:00,0,331,997.7,33.29,60.6,24.5,24.66,340,0.5,2.5,35.66,4.42,
2017-10-10 15:30:00,0,356,997.9,34.31,55.4,24.5,24.11,329,0,2,35.72,4.44,
2017-10-10 16:00:00,0,266,998,32.18,69.3,24.11,25.87,150,0.5,4,35.66,4.42,
2017-10-10 16:30:00,0,344,998.1,31.84,69.9,24.11,25.69,174,1.5,4.5,35.48,4.44,
2017-10-10 17:00:00,0,136,998.4,30.92,73.5,23.85,25.66,173,1,4.5,35.21,4.42,
2017-10-10 17:30:00,0,21,998.9,30.12,75.5,23.59,25.34,161,1,3,34.89,4.39,
2017-10-10 18:00:00,0,1,999.1,29.74,76.3,23.19,25.15,149,0.5,2.5,34.6,4.35,
2017-10-10 18:30:00,0,1,999.4,29.34,77.1,23.06,24.94,146,0.5,3,34.26,4.34,
2017-10-10 19:00:00,0,1,999.7,29.02,78.6,22.67,24.95,118,0.5,2,33.97,4.34,
2017-10-10 19:30:00,0,1,999.8,28.77,79.5,22.28,24.9,150,0.5,3,33.65,4.34,
2017-10-10 20:00:00,0,1,999.8,28.15,82,22.02,24.81,131,0,1.5,33.37,4.33,
2017-10-10 20:30:00,0,1,1,0,28.37,82.5,21.75,25.13,131,0,1.5,33.16,
2017-10-10 21:00:00,0,1,1,0.1,28.47,82.3,21.49,25.19,135,0.5,3,32.95,
2017-10-10 21:30:00,0,1,1,0,27.58,85.9,21.23,25.04,128,0,1.5,32.72,
2017-10-10 22:00:00,0,1,999.8,27.28,83.6,21.1,24.29,81,0,1.5,32.51,4.33,
2017-10-10 22:30:00,0,1,999.7,27.8,78.7,20.97,23.79,83,0,3,32.3,4.32,
2017-10-10 23:00:00,0,1,999.5,26.94,81.6,20.71,23.55,94,0.5,2.5,32.1,4.32,
2017-10-10 23:30:00,0,1,999.9,27.11,81,20.58,23.6,74,0,2,31.84,4.32,
2017-10-11 00:00:00,0,1,999.8,27.06,80.2,20.32,23.39,67,0.5,2,31.64,4.32,
2017-10-11 00:30:00,0,1,999.4,25.87,84,20.19,22.98,52,0,1.5,31.43,4.32,
2017-10-11 01:00:00,0,1,999.3,25.31,88.3,20.06,23.26,76,0,0.5,31.23,4.32,
2017-10-11 01:30:00,0,1,999,26.3,85.8,19.92,23.77,70,0,2,31.03,4.31,
2017-10-11 02:00:00,0,1,999,26.18,86.2,19.79,23.72,58,0,1.5,30.85,4.31,
2017-10-11 02:30:00,0,1,998.8,25.55,88,19.66,23.44,275,0,1.5,30.65,4.31,
2017-10-11 03:00:00,0,1,998.7,24.19,91.4,19.53,22.73,274,0,1.5,30.44,4.3,
2017-10-11 03:30:00,0,1,998.9,24.24,91.7,19.53,22.84,274,0,1,30.27,4.3,
2017-10-11 04:00:00,0,1,998.7,24.99,90.2,19.27,23.3,45,0,1.5,30.09,4.3,
